Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"RAB3C","RAB3C, Member RAS Oncogene Family","Protein Coding","Q96E17","43","GC05P058582","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3C"
"SLC39A2","Solute Carrier Family 39 Member 2","Protein Coding","Q9NP94","43","GC14P060261","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A2"
"VPS37C","VPS37C Subunit Of ESCRT-I","Protein Coding","A5D8V6","43","GC11M061130","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37C"
"RAB15","RAB15, Member RAS Oncogene Family","Protein Coding","P59190","42","GC14M064945","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB15"
"RAB4B","RAB4B, Member RAS Oncogene Family","Protein Coding","P61018","42","GC19P162108","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB4B"
"VPS37D","VPS37D Subunit Of ESCRT-I","Protein Coding","Q86XT2","42","GC07P097804","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37D"
"MVB12A","Multivesicular Body Subunit 12A","Protein Coding","Q96EY5","41","GC19P169572","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MVB12A"
"RAB20","RAB20, Member RAS Oncogene Family","Protein Coding","Q9NX57","41","GC13M110523","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB20"
"RAB6C","RAB6C, Member RAS Oncogene Family","Protein Coding","Q9H0N0","41","GC02P129979","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB6C"
"VPS37B","VPS37B Subunit Of ESCRT-I","Protein Coding","Q9H9H4","41","GC12M122865","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37B"
"LAMTOR4","Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 4","Protein Coding","Q0VGL1","40","GC07P100148","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR4"
"RAB2B","RAB2B, Member RAS Oncogene Family","Protein Coding","Q8WUD1","40","GC14M021459","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB2B"
"RAB40C","RAB40C, Member RAS Oncogene Family","Protein Coding","Q96S21","40","GC16P127993","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB40C"
"RAB41","RAB41, Member RAS Oncogene Family","Protein Coding","Q5JT25","40","GC0XP070282","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB41"
"ALKBH7","AlkB Homolog 7","Protein Coding","Q9BT30","39","GC19P006372","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALKBH7"
"PIK3R6","Phosphoinositide-3-Kinase Regulatory Subunit 6","Protein Coding","Q5UE93","39","GC17M008802","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R6"
"RAB40A","RAB40A, Member RAS Oncogene Family","Protein Coding","Q8WXH6","39","GC0XM103493","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB40A"
"RAB40AL","RAB40A Like","Protein Coding","P0C0E4","37","GC0XP102937","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB40AL"
"RNF103-CHMP3","RNF103-CHMP3 Readthrough","Protein Coding","","30","GC02M086503","1.20128798484802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF103-CHMP3"
"GSK3A","Glycogen Synthase Kinase 3 Alpha","Protein Coding","P49840","63","GC19M112567","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3A"
"NOD2","Nucleotide Binding Oligomerization Domain Containing 2","Protein Coding","Q9HC29","60","GC16P050693","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD2"
"STUB1","STIP1 Homology And U-Box Containing Protein 1","Protein Coding","Q9UNE7","57","GC16P128002","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STUB1"
"CLEC16A","C-Type Lectin Domain Containing 16A","Protein Coding","Q2KHT3","49","GC16P010944","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC16A"
"NIPSNAP1","Nipsnap Homolog 1","Protein Coding","Q9BPW8","49","GC22M029554","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPSNAP1"
"NIPSNAP2","Nipsnap Homolog 2","Protein Coding","O75323","49","GC07P061968","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPSNAP2"
"RETREG1","Reticulophagy Regulator 1","Protein Coding","Q9H6L5","49","GC05M016667","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETREG1"
"RNF41","Ring Finger Protein 41","Protein Coding","Q9H4P4","49","GC12M056202","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF41"
"ARFIP2","ARF Interacting Protein 2","Protein Coding","P53365","47","GC11M016047","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFIP2"
"SPATA33","Spermatogenesis Associated 33","Protein Coding","Q96N06","42","GC16P130838","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA33"
"RIMOC1","RAB7A Interacting MON1-CCZ1 Complex Subunit 1","Protein Coding","A6NDU8","40","GC05P042159","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIMOC1"
"GABARAPL3","GABA Type A Receptor Associated Protein Like 3 (Pseudogene)","Pseudogene","Q9BY60","25","GC15M090346","1.13306069374084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABARAPL3"
"SYK","Spleen Associated Tyrosine Kinase","Protein Coding","P43405","64","GC09P109564","1.09935510158539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYK"
"PIK3CB","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta","Protein Coding","P42338","62","GC03M138652","1.09935510158539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CB"
"STK11","Serine/Threonine Kinase 11","Protein Coding","Q15831","62","GC19P001177","1.09935510158539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK11"
"CDC37","Cell Division Cycle 37, HSP90 Cochaperone","Protein Coding","Q16543","56","GC19M010391","1.03410470485687","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC37"
"EIF2AK1","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 1","Protein Coding","Q9BQI3","56","GC07M006022","0.900435388088226","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK1"
"OMA1","OMA1 Zinc Metallopeptidase","Protein Coding","Q96E52","49","GC01M058415","0.900435388088226","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMA1"
"DELE1","DAP3 Binding Cell Death Enhancer 1","Protein Coding","Q14154","46","GC05P161497","0.900435388088226","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DELE1"
"PPTC7","Protein Phosphatase Targeting COQ7","Protein Coding","Q8NI37","46","GC12M110533","0.900435388088226","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPTC7"
"WDFY3","WD Repeat And FYVE Domain Containing 3","Protein Coding","Q8IZQ1","52","GC04M084798","0.897339940071106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDFY3"
"C19orf12","Chromosome 19 Open Reading Frame 12","Protein Coding","Q9NSK7","47","GC19M112350","0.893757462501526","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C19orf12"
"KAT5","Lysine Acetyltransferase 5","Protein Coding","Q92993","63","GC11P065711","0.859714984893799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT5"
"XBP1","X-Box Binding Protein 1","Protein Coding","P17861","59","GC22M028794","0.859714984893799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XBP1"
"CISD2","CDGSH Iron Sulfur Domain 2","Protein Coding","Q8N5K1","52","GC04P102868","0.859714984893799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CISD2"
"TLR4","Toll Like Receptor 4","Protein Coding","O00206","63","GC09P117704","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4"
"ASAH1","N-Acylsphingosine Amidohydrolase 1","Protein Coding","Q13510","62","GC08M018055","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAH1"
"MYD88","MYD88 Innate Immune Signal Transduction Adaptor","Protein Coding","Q99836","61","GC03P042445","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYD88"
"ATP6V1B2","ATPase H+ Transporting V1 Subunit B2","Protein Coding","P21281","60","GC08P020197","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1B2"
"ATP6V1A","ATPase H+ Transporting V1 Subunit A","Protein Coding","P38606","58","GC03P113904","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1A"
"ATP6V1E1","ATPase H+ Transporting V1 Subunit E1","Protein Coding","P36543","58","GC22M017592","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1E1"
"IRF3","Interferon Regulatory Factor 3","Protein Coding","Q14653","58","GC19M049659","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF3"
"ATP6V0C","ATPase H+ Transporting V0 Subunit C","Protein Coding","P27449","57","GC16P002513","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0C"
"ATP6V1C1","ATPase H+ Transporting V1 Subunit C1","Protein Coding","P21283","54","GC08P103354","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1C1"
"DUSP16","Dual Specificity Phosphatase 16","Protein Coding","Q9BY84","52","GC12M012473","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP16"
"ATP6V0D1","ATPase H+ Transporting V0 Subunit D1","Protein Coding","P61421","50","GC16M067438","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0D1"
"ATP6V0E1","ATPase H+ Transporting V0 Subunit E1","Protein Coding","O15342","50","GC05P172983","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0E1"
"ATP6V1H","ATPase H+ Transporting V1 Subunit H","Protein Coding","Q9UI12","50","GC08M053715","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1H"
"ATP6V1G1","ATPase H+ Transporting V1 Subunit G1","Protein Coding","O75348","47","GC09P155489","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1G1"
"ATP6V0B","ATPase H+ Transporting V0 Subunit B","Protein Coding","Q99437","46","GC01P043974","0.803887248039246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V0B"
"ABL1","ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase","Protein Coding","P00519","66","GC09P130713","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1"
"EP300","EP300 Lysine Acetyltransferase","Protein Coding","Q09472","65","GC22P097487","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300"
"FOXO1","Forkhead Box O1","Protein Coding","Q12778","64","GC13M040555","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO1"
"CSNK1A1","Casein Kinase 1 Alpha 1","Protein Coding","P48729","62","GC05M149492","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1A1"
"MAPK3","Mitogen-Activated Protein Kinase 3","Protein Coding","P27361","62","GC16M053300","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK3"
"USP7","Ubiquitin Specific Peptidase 7","Protein Coding","Q93009","62","GC16M008892","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP7"
"CTSA","Cathepsin A","Protein Coding","P10619","60","GC20P045890","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSA"
"SIRT2","Sirtuin 2","Protein Coding","Q8IXJ6","60","GC19M038878","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT2"
"CUL1","Cullin 1","Protein Coding","Q13616","59","GC07P148697","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL1"
"PTPN22","Protein Tyrosine Phosphatase Non-Receptor Type 22","Protein Coding","Q9Y2R2","59","GC01M113813","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN22"
"BTRC","Beta-Transducin Repeat Containing E3 Ubiquitin Protein Ligase","Protein Coding","Q9Y297","57","GC10P101354","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTRC"
"PLK3","Polo Like Kinase 3","Protein Coding","Q9H4B4","57","GC01P085693","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK3"
"C9orf72","C9orf72-SMCR8 Complex Subunit","Protein Coding","Q96LT7","54","GC09M030300","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C9orf72"
"STK38L","Serine/Threonine Kinase 38 Like","Protein Coding","Q9Y2H1","53","GC12P027243","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK38L"
"UBR4","Ubiquitin Protein Ligase E3 Component N-Recognin 4","Protein Coding","Q5T4S7","53","GC01M019074","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR4"
"USP13","Ubiquitin Specific Peptidase 13","Protein Coding","Q92995","53","GC03P179654","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP13"
"HERC1","HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase Family Member 1","Protein Coding","Q15751","52","GC15M063608","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC1"
"TRIM27","Tripartite Motif Containing 27","Protein Coding","P14373","52","GC06M028903","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM27"
"TP53INP1","Tumor Protein P53 Inducible Nuclear Protein 1","Protein Coding","Q96A56","49","GC08M094925","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53INP1"
"MFSD8","Major Facilitator Superfamily Domain Containing 8","Protein Coding","Q8NHS3","48","GC04M127917","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD8"
"WDR41","WD Repeat Domain 41","Protein Coding","Q9HAD4","46","GC05M077425","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR41"
"GPR137B","G Protein-Coupled Receptor 137B","Protein Coding","O60478","44","GC01P236142","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR137B"
"WDR24","WD Repeat Domain 24","Protein Coding","Q96S15","44","GC16M052073","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR24"
"IRGQ","Immunity Related GTPase Q","Protein Coding","Q8WZA9","43","GC19M043584","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRGQ"
"NUPR1","Nuclear Protein 1, Transcriptional Regulator","Protein Coding","O60356","43","GC16M028532","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUPR1"
"SMCR8","SMCR8-C9orf72 Complex Subunit","Protein Coding","Q8TEV9","43","GC17P164473","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMCR8"
"GPR137","G Protein-Coupled Receptor 137","Protein Coding","Q96N19","42","GC11P064270","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR137"
"TBC1D14","TBC1 Domain Family Member 14","Protein Coding","Q9P2M4","42","GC04P031889","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D14"
"ZKSCAN3","Zinc Finger With KRAB And SCAN Domains 3","Protein Coding","Q9BRR0","42","GC06P028349","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZKSCAN3"
"DRAM1","DNA Damage Regulated Autophagy Modulator 1","Protein Coding","Q8N682","41","GC12P101877","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRAM1"
"RMC1","Regulator Of MON1-CCZ1","Protein Coding","Q96DM3","41","GC18P026430","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMC1"
"ZDHHC12","ZDHHC Palmitoyltransferase 12","Protein Coding","Q96GR4","39","GC09M128720","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC12"
"DEPP1","DEPP Autophagy Regulator 1","Protein Coding","Q9NTK1","37","GC10M049519","0.701954364776611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPP1"
"SREBF1","Sterol Regulatory Element Binding Transcription Factor 1","Protein Coding","P36956","61","GC17M017810","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF1"
"DNM1L","Dynamin 1 Like","Protein Coding","O00429","60","GC12P032679","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1L"
"SLC25A4","Solute Carrier Family 25 Member 4","Protein Coding","P12235","60","GC04P185143","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A4"
"FBXW7","F-Box And WD Repeat Domain Containing 7","Protein Coding","Q969H0","59","GC04M152321","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7"
"HK2","Hexokinase 2","Protein Coding","P52789","59","GC02P075619","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK2"
"HUWE1","HECT, UBA And WWE Domain Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","Q7Z6Z7","59","GC0XM053532","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HUWE1"
"OGT","O-Linked N-Acetylglucosamine (GlcNAc) Transferase","Protein Coding","O15294","59","GC0XP072120","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGT"
"TSPO","Translocator Protein","Protein Coding","B1AH88","59","GC22P043151","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPO"
"ARHGAP26","Rho GTPase Activating Protein 26","Protein Coding","Q9UNA1","58","GC05P142770","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP26"
"EIF2S1","Eukaryotic Translation Initiation Factor 2 Subunit Alpha","Protein Coding","P05198","58","GC14P067359","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S1"
"CTTN","Cortactin","Protein Coding","Q14247","57","GC11P070398","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTTN"
"HTT","Huntingtin","Protein Coding","P42858","57","GC04P003041","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTT"
"UBE2A","Ubiquitin Conjugating Enzyme E2 A","Protein Coding","P49459","57","GC0XP120667","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2A"
"ADCY10","Adenylate Cyclase 10","Protein Coding","Q96PN6","56","GC01M167809","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY10"
"PHB2","Prohibitin 2","Protein Coding","Q99623","56","GC12M006965","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB2"
"SREBF2","Sterol Regulatory Element Binding Transcription Factor 2","Protein Coding","Q12772","56","GC22P041833","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF2"
"CERS1","Ceramide Synthase 1","Protein Coding","P27544","55","GC19M018868","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERS1"
"SLC25A5","Solute Carrier Family 25 Member 5","Protein Coding","P05141","55","GC0XP119468","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5"
"TAFAZZIN","Tafazzin, Phospholipid-Lysophospholipid Transacylase","Protein Coding","Q16635","53","GC0XP155342","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFAZZIN"
"LRBA","LPS Responsive Beige-Like Anchor Protein","Protein Coding","P50851","52","GC04M150264","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRBA"
"ABI2","Abl Interactor 2","Protein Coding","Q9NYB9","51","GC02P205092","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABI2"
"PARL","Presenilin Associated Rhomboid Like","Protein Coding","Q9H300","51","GC03M183826","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARL"
"BCL2L13","BCL2 Like 13","Protein Coding","Q9BXK5","50","GC22P017628","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L13"
"MUL1","Mitochondrial E3 Ubiquitin Protein Ligase 1","Protein Coding","Q969V5","50","GC01M020499","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUL1"
"USP36","Ubiquitin Specific Peptidase 36","Protein Coding","Q9P275","48","GC17M078787","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP36"
"ATP5IF1","ATP Synthase Inhibitory Factor Subunit 1","Protein Coding","Q9UII2","47","GC01P084531","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5IF1"
"VPS13D","Vacuolar Protein Sorting 13 Homolog D","Protein Coding","Q5THJ4","47","GC01P083413","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS13D"
"NIPSNAP3B","Nipsnap Homolog 3B","Protein Coding","Q9BS92","46","GC09P110115","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPSNAP3B"
"SPATA18","Spermatogenesis Associated 18","Protein Coding","Q8TC71","46","GC04P052051","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA18"
"VPS13C","Vacuolar Protein Sorting 13 Homolog C","Protein Coding","Q709C8","45","GC15M061852","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS13C"
"TIMM23","Translocase Of Inner Mitochondrial Membrane 23","Protein Coding","O14925","44","GC10P045972","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM23"
"SNX7","Sorting Nexin 7","Protein Coding","Q9UNH6","43","GC01P098590","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX7"
"NIPSNAP3A","Nipsnap Homolog 3A","Protein Coding","Q9UFN0","40","GC09P104747","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIPSNAP3A"
"SNX30","Sorting Nexin Family Member 30","Protein Coding","Q5VWJ9","40","GC09P155461","0.636703968048096","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX30"
"MET","MET Proto-Oncogene, Receptor Tyrosine Kinase","Protein Coding","P08581","67","GC07P116672","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MET"
"PSEN1","Presenilin 1","Protein Coding","P49768","66","GC14P073136","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN1"
"HGF","Hepatocyte Growth Factor","Protein Coding","P14210","65","GC07M081699","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGF"
"HSPB1","Heat Shock Protein Family B (Small) Member 1","Protein Coding","P04792","65","GC07P076302","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPB1"
"SNCA","Synuclein Alpha","Protein Coding","P37840","65","GC04M089724","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNCA"
"DNM2","Dynamin 2","Protein Coding","P50570","63","GC19P010718","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM2"
"DRD2","Dopamine Receptor D2","Protein Coding","P14416","63","GC11M113409","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD2"
"LYN","LYN Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","P07948","63","GC08P055879","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYN"
"EIF4E","Eukaryotic Translation Initiation Factor 4E","Protein Coding","P06730","62","GC04M098879","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4E"
"GATA4","GATA Binding Protein 4","Protein Coding","P43694","62","GC08P011676","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA4"
"ITPR1","Inositol 1,4,5-Trisphosphate Receptor Type 1","Protein Coding","Q14643","62","GC03P004500","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR1"
"KEAP1","Kelch Like ECH Associated Protein 1","Protein Coding","Q14145","62","GC19M010486","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KEAP1"
"LEPR","Leptin Receptor","Protein Coding","P48357","62","GC01P086456","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPR"
"MAP3K7","Mitogen-Activated Protein Kinase Kinase Kinase 7","Protein Coding","O43318","62","GC06M090513","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7"
"MAPT","Microtubule Associated Protein Tau","Protein Coding","P10636","62","GC17P045894","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT"
"NPC1","NPC Intracellular Cholesterol Transporter 1","Protein Coding","O15118","62","GC18M023506","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC1"
"PRKD1","Protein Kinase D1","Protein Coding","Q15139","62","GC14M029576","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD1"
"ROCK1","Rho Associated Coiled-Coil Containing Protein Kinase 1","Protein Coding","Q13464","62","GC18M039163","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROCK1"
"ATF6","Activating Transcription Factor 6","Protein Coding","P18850","61","GC01P161766","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6"
"FOXO3","Forkhead Box O3","Protein Coding","O43524","61","GC06P108559","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXO3"
"WNK1","WNK Lysine Deficient Protein Kinase 1","Protein Coding","Q9H4A3","61","GC12P000889","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNK1"
"ARSB","Arylsulfatase B","Protein Coding","P15848","60","GC05M078777","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSB"
"CAMKK2","Calcium/Calmodulin Dependent Protein Kinase Kinase 2","Protein Coding","Q96RR4","60","GC12M124877","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMKK2"
"CLU","Clusterin","Protein Coding","P10909","60","GC08M027596","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLU"
"DCN","Decorin","Protein Coding","P07585","60","GC12M091140","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCN"
"EEF1A2","Eukaryotic Translation Elongation Factor 1 Alpha 2","Protein Coding","Q05639","60","GC20M063479","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A2"
"MARK2","Microtubule Affinity Regulating Kinase 2","Protein Coding","Q7KZI7","60","GC11P063838","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK2"
"PIK3C2A","Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Alpha","Protein Coding","O00443","60","GC11M018212","0.496356695890427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2A"
